Longitude(deg),Latitude(deg),Depth(km),dVp(%),HitQuality
166.50153,-36.807057,205,-2.73561E-02,0.005555556
166.5117,-36.584178,205,-5.17511E-03,3.72E-05
166.52181,-36.361411,205,1.88110E-03,0
166.53185,-36.138759,205,3.76736E-03,0
166.54183,-35.916225,205,3.98035E-03,0
166.55176,-35.693812,205,3.45982E-03,0
166.04269,-50.933407,205,-2.45883E-06,0
166.05757,-50.710388,205,-3.86106E-06,0
166.07231,-50.487264,205,1.77408E-06,0
166.08692,-50.264038,205,7.76374E-06,0
166.10141,-50.040715,205,1.26502E-05,0
166.11576,-49.817297,205,2.04230E-05,0
166.12998,-49.593787,205,4.04249E-05,0
166.14409,-49.37019,205,5.29991E-05,0
166.15806,-49.146508,205,-1.41069E-04,0
166.17192,-48.922744,205,-6.95522E-04,0
166.18566,-48.698904,205,-6.62161E-04,0
166.19929,-48.474989,205,2.31812E-03,0
166.21279,-48.251003,205,1.35680E-02,0.001862387
166.22618,-48.026949,205,5.40225E-02,0.047446515
166.23947,-47.802832,205,1.26789E-01,0.08868185
166.25263,-47.578654,205,2.08173E-01,0.13561077
166.2657,-47.35442,205,3.03914E-01,0.2015182
166.27865,-47.130131,205,4.41879E-01,0.28736997
166.2915,-46.905793,205,6.49671E-01,0.36728586
166.30424,-46.681407,205,8.01317E-01,0.42857049
166.31688,-46.456979,205,9.31412E-01,0.42857143
166.32942,-46.23251,205,9.08445E-01,0.41722927
166.34185,-46.008006,205,9.24763E-01,0.39958559
166.35419,-45.783468,205,1.05487E+00,0.36160237
166.36643,-45.558901,205,1.36023E+00,0.33635554
166.37858,-45.334308,205,1.49716E+00,0.32163561
166.39063,-45.109693,205,1.38201E+00,0.34409938
166.40259,-44.885059,205,1.27518E+00,0.376061
166.41445,-44.660409,205,9.93181E-01,0.36711377
166.42623,-44.435747,205,7.79950E-01,0.36211151
166.43791,-44.211077,205,6.26131E-01,0.36506168
166.44951,-43.986402,205,2.42807E-01,0.35682676
166.46101,-43.761725,205,-4.59145E-01,0.36055315
166.47244,-43.53705,205,-6.80289E-01,0.39544492
166.48377,-43.31238,205,-6.12650E-01,0.41594171
166.49502,-43.087719,205,-7.99610E-01,0.44417695
166.50619,-42.863071,205,-1.11663E+00,0.42850796
166.51728,-42.638438,205,-1.37025E+00,0.46024845
166.52829,-42.413825,205,-1.55454E+00,0.45232919
166.53922,-42.189234,205,-1.55294E+00,0.46067652
166.55006,-41.96467,205,-1.34282E+00,0.47423714
166.56084,-41.740135,205,-1.28407E+00,0.51645963
166.57153,-41.515633,205,-1.35912E+00,0.53312629
166.58215,-41.291168,205,-1.63894E+00,0.51404718
166.59269,-41.066743,205,-1.98234E+00,0.47266296
166.60316,-40.842362,205,-2.04184E+00,0.41469979
166.61356,-40.618027,205,-2.09391E+00,0.37391304
166.62388,-40.393743,205,-2.23826E+00,0.35714286
166.63414,-40.169513,205,-2.44855E+00,0.35697467
166.64432,-39.94534,205,-2.59459E+00,0.3483217
166.65444,-39.721228,205,-2.55296E+00,0.34554376
166.66448,-39.49718,205,-2.29836E+00,0.32386403
166.67446,-39.2732,205,-2.11844E+00,0.31635152
166.68437,-39.04929,205,-1.89600E+00,0.28907368
166.69422,-38.825455,205,-1.63086E+00,0.28571429
166.704,-38.601698,205,-1.35421E+00,0.23995859
166.71372,-38.378022,205,-1.04043E+00,0.18012422
166.72337,-38.15443,205,-7.16348E-01,0.14285714
166.73296,-37.930927,205,-4.72021E-01,0.14178176
166.74249,-37.707515,205,-3.31089E-01,0.12978005
166.75196,-37.484197,205,-2.77247E-01,0.10027505
166.76136,-37.260978,205,-2.32598E-01,0.084782018
166.77071,-37.03786,205,-1.63965E-01,0.061697723
166.77999,-36.814847,205,-7.94275E-02,0.025396825
166.78922,-36.591943,205,-2.11957E-02,0.000249593
166.79839,-36.369149,205,-3.51328E-03,0
166.80751,-36.146471,205,2.67819E-03,0
166.81657,-35.923911,205,4.60667E-03,0
166.82557,-35.701472,205,4.31391E-03,0
166.39655,-50.942344,205,1.74032E-07,0
166.40991,-50.719286,205,-2.27733E-06,0
166.42314,-50.496124,205,1.55632E-06,0
166.43626,-50.272861,205,8.35440E-06,0
166.44927,-50.0495,205,3.14126E-05,0
166.46215,-49.826045,205,1.03269E-04,0
166.47493,-49.602499,205,2.80548E-04,0
166.48759,-49.378865,205,5.24306E-04,0
166.50014,-49.155147,205,2.56355E-04,0
166.51258,-48.931348,205,-1.21062E-03,0
166.52492,-48.707471,205,-2.89223E-03,0
166.53715,-48.483521,205,-1.57423E-03,0
166.54928,-48.2595,205,1.01455E-02,0.002203205
166.5613,-48.035413,205,6.37570E-02,0.0704358
166.57323,-47.811261,205,1.35384E-01,0.11626956
166.58505,-47.587049,205,2.27588E-01,0.15595238
166.59678,-47.362781,205,3.92346E-01,0.21507877
166.60841,-47.138459,205,6.22943E-01,0.30999833
166.61995,-46.914087,205,7.22804E-01,0.41142763
166.63139,-46.689669,205,7.77904E-01,0.43141822
166.64274,-46.465208,205,1.07378E+00,0.44166667
166.65399,-46.240707,205,1.33420E+00,0.44166667
166.66516,-46.01617,205,1.36943E+00,0.4344639
166.67624,-45.791601,205,1.45645E+00,0.4219054
166.68723,-45.567002,205,1.99471E+00,0.43221617
166.69813,-45.342378,205,2.05662E+00,0.4125
166.70895,-45.117731,205,1.95145E+00,0.38333333
166.71969,-44.893066,205,1.86112E+00,0.39190546
166.73034,-44.668386,205,1.43836E+00,0.41938191
166.74091,-44.443694,205,1.10709E+00,0.4241664
166.7514,-44.218993,205,8.59685E-01,0.43922619
166.76181,-43.994288,205,5.36785E-01,0.44595001
166.77215,-43.769581,205,-5.03650E-02,0.39894902
166.7824,-43.544877,205,-4.23502E-01,0.40321404
166.79258,-43.320178,205,-6.47490E-01,0.42482106
166.80268,-43.095488,205,-8.61155E-01,0.47095071
166.81271,-42.870811,205,-9.11176E-01,0.46956716
166.82266,-42.646149,205,-1.07936E+00,0.51214286
166.83255,-42.421508,205,-1.40578E+00,0.52857123
166.84236,-42.196889,205,-1.62138E+00,0.52023958
166.8521,-41.972296,205,-1.78368E+00,0.52564335
166.86177,-41.747734,205,-1.68382E+00,0.53095238
166.87137,-41.523204,205,-1.64963E+00,0.54761905
166.8809,-41.298712,205,-1.90264E+00,0.52857035
166.89037,-41.07426,205,-2.23027E+00,0.47794388
166.89977,-40.849851,205,-2.29230E+00,0.47857124
166.9091,-40.62549,205,-2.21547E+00,0.43339286
166.91837,-40.401179,205,-2.29804E+00,0.38595238
166.92758,-40.176922,205,-2.56943E+00,0.35944366
166.93672,-39.952723,205,-2.59798E+00,0.33491209
166.9458,-39.728585,205,-2.49324E+00,0.34651702
166.95482,-39.504511,205,-2.33883E+00,0.34858499
166.96378,-39.280505,205,-2.09740E+00,0.34301953
166.97268,-39.056569,205,-1.89715E+00,0.30357143
166.98152,-38.832709,205,-1.71880E+00,0.29880952
166.9903,-38.608926,205,-1.46019E+00,0.23
166.99902,-38.385225,205,-1.14121E+00,0.16357143
167.00769,-38.161609,205,-8.09268E-01,0.14285714
167.0163,-37.938081,205,-5.17167E-01,0.14285714
167.02485,-37.714644,205,-3.78491E-01,0.14285714
167.03335,-37.491302,205,-3.08644E-01,0.12539683
167.04179,-37.268059,205,-2.80468E-01,0.10555556
167.05018,-37.044917,205,-2.27480E-01,0.076190476
167.05852,-36.82188,205,-1.30118E-01,0.039563492
167.06681,-36.598951,205,-3.62885E-02,0.012288934
167.07504,-36.376134,205,-8.68726E-03,0.001309524
167.08322,-36.153432,205,8.25889E-04,0
167.09135,-35.930849,205,4.28118E-03,0
167.09943,-35.708386,205,4.43037E-03,0
166.75053,-50.950318,205,2.70287E-06,0
166.76236,-50.727226,205,-2.89678E-06,0
166.77409,-50.50403,205,-7.26169E-07,0
166.78572,-50.280733,205,2.19598E-05,0
166.79724,-50.057339,205,1.01914E-04,0
166.80866,-49.83385,205,3.08423E-04,0
166.81998,-49.610271,205,7.56333E-04,0
166.8312,-49.386605,205,1.26646E-03,0
166.84233,-49.162854,205,1.82083E-04,0
166.85335,-48.939023,205,-5.10746E-03,0
166.86428,-48.715115,205,-1.52915E-02,0.000366342
166.87512,-48.491134,205,-2.93323E-02,0.006475762
166.88587,-48.267082,205,-4.79676E-02,0.039076226
166.89653,-48.042963,205,-1.70905E-02,0.1173335
166.90709,-47.818781,205,2.39385E-02,0.13931608
166.91757,-47.594539,205,1.12584E-01,0.17546106
166.92796,-47.37024,205,2.50989E-01,0.2341877
166.93827,-47.145888,205,3.80190E-01,0.31809432
166.94849,-46.921487,205,3.96373E-01,0.4476171
166.95863,-46.697039,205,5.62480E-01,0.44865424
166.96868,-46.472549,205,1.01651E+00,0.45238095
166.97866,-46.248019,205,1.49911E+00,0.45238095
166.98856,-46.023454,205,1.68134E+00,0.44976368
166.99837,-45.798856,205,1.72196E+00,0.46666667
167.00811,-45.574229,205,2.37589E+00,0.49517074
167.01777,-45.349577,205,2.53941E+00,0.49428571
167.02736,-45.124903,205,2.36937E+00,0.46000022
167.03687,-44.90021,205,2.39842E+00,0.45809524
167.04631,-44.675502,205,2.25235E+00,0.51001801
167.05568,-44.450783,205,1.80197E+00,0.53571419
167.06498,-44.226056,205,1.06555E+00,0.54190272
167.0742,-44.001324,205,5.63780E-01,0.53714286
167.08336,-43.776591,205,2.56827E-01,0.52278078
167.09244,-43.55186,205,1.06931E-01,0.48619048
167.10146,-43.327135,205,-3.95247E-01,0.43500237
167.11041,-43.102419,205,-7.76247E-01,0.46666667
167.1193,-42.877716,205,-7.72291E-01,0.49650493
167.12812,-42.653029,205,-8.17519E-01,0.53333333
167.13688,-42.428362,205,-1.07840E+00,0.56928527
167.14557,-42.203718,205,-1.37231E+00,0.56761885
167.1542,-41.9791,205,-1.77030E+00,0.56635221
167.16277,-41.754513,205,-2.04768E+00,0.55190476
167.17127,-41.529959,205,-2.09552E+00,0.53905074
167.17972,-41.305442,205,-2.14081E+00,0.54380952
167.18811,-41.080965,205,-2.50328E+00,0.49631612
167.19644,-40.856533,205,-2.59953E+00,0.49999993
167.20471,-40.632147,205,-2.31527E+00,0.49214383
167.21292,-40.407813,205,-2.13407E+00,0.43619048
167.22108,-40.183532,205,-2.48103E+00,0.41512003
167.22918,-39.95931,205,-2.77397E+00,0.40925219
167.23723,-39.735148,205,-2.64096E+00,0.39564161
167.24522,-39.511051,205,-2.46873E+00,0.39654442
167.25316,-39.287022,205,-2.35185E+00,0.3552473
167.26104,-39.063064,205,-2.13034E+00,0.33142857
167.26887,-38.839181,205,-1.87113E+00,0.32745397
167.27665,-38.615375,205,-1.49552E+00,0.23640508
167.28438,-38.391652,205,-1.10674E+00,0.15820598
167.29206,-38.168013,205,-7.84988E-01,0.14307223
167.29969,-37.944463,205,-5.45521E-01,0.14285714
167.30727,-37.721004,205,-4.70189E-01,0.14285714
167.3148,-37.497641,205,-3.85170E-01,0.12567619
167.32228,-37.274375,205,-2.90029E-01,0.095462432
167.32971,-37.051212,205,-1.96929E-01,0.065160576
167.3371,-36.828154,205,-1.12024E-01,0.042063492
167.34444,-36.605204,205,-3.59162E-02,0.022222222
167.35174,-36.382366,205,-1.14144E-02,0.002380952
167.35899,-36.159643,205,-2.59830E-03,0.000101587
167.36619,-35.937038,205,1.60117E-03,0
167.37335,-35.714555,205,3.00817E-03,0
167.10461,-50.957327,205,4.68601E-06,0
167.11493,-50.734205,205,-4.36312E-06,0
167.12515,-50.510979,205,1.07341E-06,0
167.13528,-50.287653,205,5.40199E-05,0
167.14532,-50.064229,205,2.20473E-04,0
167.15527,-49.840712,205,5.93842E-04,0
167.16514,-49.617104,205,1.29518E-03,0
167.17491,-49.393409,205,1.82982E-03,0
167.18461,-49.16963,205,-9.77733E-04,0
167.19422,-48.945771,205,-1.43218E-02,0
167.20374,-48.721835,205,-5.25160E-02,0.016666667
167.21319,-48.497826,205,-1.10358E-01,0.057185047
167.22255,-48.273747,205,-1.35762E-01,0.09525053
167.23184,-48.049601,205,-8.57337E-02,0.134566
167.24104,-47.825392,205,-9.26747E-02,0.14285714
167.25017,-47.601123,205,-1.04841E-01,0.1660712
167.25923,-47.376798,205,-7.90470E-02,0.22243145
167.26821,-47.15242,205,-2.22962E-02,0.32063161
167.27712,-46.927992,205,2.05571E-02,0.45238095
167.28595,-46.703519,205,3.39453E-01,0.45238095
167.29471,-46.479003,205,9.01838E-01,0.45302404
167.30341,-46.254448,205,1.23800E+00,0.45553245
167.31203,-46.029857,205,1.49219E+00,0.50590435
167.32058,-45.805234,205,1.86620E+00,0.55174282
167.32907,-45.580583,205,2.26888E+00,0.5760119
167.33749,-45.355906,205,2.41995E+00,0.58104082
167.34584,-45.131207,205,2.68162E+00,0.55308145
167.35413,-44.90649,205,2.66794E+00,0.58513943
167.36236,-44.681758,205,2.16135E+00,0.59410714
167.37052,-44.457015,205,1.77455E+00,0.57922202
167.37862,-44.232264,205,1.53531E+00,0.59403167
167.38666,-44.007509,205,1.14347E+00,0.59573225
167.39463,-43.782752,205,8.88506E-01,0.57494048
167.40255,-43.557998,205,6.14032E-01,0.56898059
167.41041,-43.33325,205,2.76416E-02,0.51944278
167.41821,-43.108511,205,-4.66929E-01,0.5079245
167.42595,-42.883786,205,-6.13310E-01,0.52619048
167.43364,-42.659076,205,-4.60477E-01,0.55667489
167.44127,-42.434387,205,-6.13600E-01,0.5869503
167.44884,-42.209721,205,-1.13621E+00,0.59517074
167.45636,-41.985081,205,-1.55148E+00,0.57494048
167.46383,-41.760472,205,-1.82406E+00,0.5955232
167.47124,-41.535896,205,-2.10455E+00,0.59116549
167.4786,-41.311358,205,-2.42008E+00,0.57761904
167.48591,-41.08686,205,-2.71777E+00,0.52738006
167.49317,-40.862406,205,-2.68263E+00,0.55053989
167.50037,-40.638,205,-2.53114E+00,0.56355312
167.50753,-40.413644,205,-2.36824E+00,0.52005826
167.51464,-40.189343,205,-2.59548E+00,0.54580297
167.5217,-39.9651,205,-2.92716E+00,0.54820047
167.52871,-39.740918,205,-2.80546E+00,0.47438747
167.53567,-39.5168,205,-2.58100E+00,0.426468
167.54259,-39.292751,205,-2.62590E+00,0.40112136
167.54945,-39.068772,205,-2.59152E+00,0.36286118
167.55628,-38.844869,205,-2.18429E+00,0.2951904
167.56306,-38.621044,205,-1.72871E+00,0.23984678
167.56979,-38.397301,205,-1.29348E+00,0.19651135
167.57648,-38.173643,205,-9.21146E-01,0.16526732
167.58313,-37.950073,205,-6.48827E-01,0.14572351
167.58973,-37.726595,205,-6.06825E-01,0.14479923
167.59629,-37.503212,205,-4.98172E-01,0.1424332
167.60281,-37.279928,205,-3.39309E-01,0.099693889
167.60929,-37.056746,205,-1.98963E-01,0.058747128
167.61573,-36.833668,205,-1.08825E-01,0.040047223
167.62212,-36.6107,205,-5.00740E-02,0.023790049
167.62848,-36.387843,205,-1.96801E-02,0.023291969
167.63479,-36.165102,205,-6.98707E-03,0.005925547
167.64107,-35.942479,205,-2.97785E-04,0
167.64731,-35.719978,205,2.43986E-03,0
167.45879,-50.963373,205,7.96484E-06,0
167.46758,-50.740225,205,-4.49362E-06,0
167.47629,-50.516973,205,5.35656E-06,0
167.48493,-50.293621,205,1.00099E-04,0
167.49349,-50.070172,205,3.64908E-04,0
167.50197,-49.846629,205,8.74505E-04,0
167.51038,-49.622996,205,1.64073E-03,0
167.51871,-49.399277,205,1.76135E-03,0
167.52697,-49.175474,205,-3.72581E-03,0
167.53516,-48.95159,205,-2.80395E-02,0.007339931
167.54328,-48.727631,205,-9.11608E-02,0.041332194
167.55133,-48.503597,205,-1.79007E-01,0.096428571
167.55931,-48.279495,205,-1.98207E-01,0.10312405
167.56722,-48.055325,205,-1.17425E-01,0.13611111
167.57507,-47.831093,205,-8.63856E-02,0.14285714
167.58285,-47.606801,205,-9.70072E-02,0.15486044
167.59057,-47.382453,205,-1.29846E-01,0.21190476
167.59823,-47.158052,205,-1.57261E-01,0.32952371
167.60582,-46.933602,205,-4.45703E-02,0.44095198
167.61335,-46.709107,205,4.79284E-01,0.45238095
167.62081,-46.484569,205,9.91660E-01,0.46397516
167.62822,-46.259992,205,1.33762E+00,0.50258799
167.63557,-46.035379,205,1.64205E+00,0.55678571
167.64286,-45.810735,205,1.96876E+00,0.63142845
167.65009,-45.586062,205,2.02496E+00,0.64675788
167.65727,-45.361364,205,2.22258E+00,0.61952375
167.66439,-45.136644,205,2.51958E+00,0.64678571
167.67145,-44.911906,205,2.25731E+00,0.61761905
167.67846,-44.687153,205,1.72823E+00,0.59560358
167.68542,-44.46239,205,1.61881E+00,0.5952381
167.69232,-44.237618,205,1.79974E+00,0.5952379
167.69917,-44.012842,205,1.71225E+00,0.61428511
167.70597,-43.788066,205,1.41858E+00,0.6190476
167.71272,-43.563292,205,9.16252E-01,0.61904762
167.71942,-43.338524,205,4.40565E-01,0.61904762
167.72606,-43.113766,205,1.28872E-01,0.57904762
167.73266,-42.88902,205,-5.52940E-02,0.56388652
167.73921,-42.664292,205,-7.57335E-02,0.6
167.74572,-42.439583,205,-3.67610E-01,0.63333333
167.75217,-42.214897,205,-8.09682E-01,0.61428571
167.75858,-41.990239,205,-1.13119E+00,0.63164441
167.76494,-41.765611,205,-1.47722E+00,0.61404762
167.77126,-41.541017,205,-1.93194E+00,0.587976
167.77753,-41.31646,205,-2.45362E+00,0.60476183
167.78376,-41.091943,205,-2.70225E+00,0.58818397
167.78994,-40.867471,205,-2.69325E+00,0.61452381
167.79609,-40.643047,205,-2.77830E+00,0.62619048
167.80219,-40.418673,205,-2.76611E+00,0.62618956
167.80824,-40.194354,205,-2.73532E+00,0.60445072
167.81426,-39.970093,205,-2.64459E+00,0.57795785
167.82023,-39.745893,205,-2.75099E+00,0.52961772
167.82617,-39.521758,205,-2.72324E+00,0.43350964
167.83206,-39.297691,205,-2.60848E+00,0.40420307
167.83792,-39.073695,205,-2.49779E+00,0.39619048
167.84373,-38.849775,205,-2.32892E+00,0.34811754
167.84951,-38.625933,205,-2.00377E+00,0.29075641
167.85525,-38.402173,205,-1.62560E+00,0.24733154
167.86095,-38.178498,205,-1.27785E+00,0.22134883
167.86661,-37.954911,205,-9.67619E-01,0.19555556
167.87224,-37.731416,205,-7.43151E-01,0.1697619
167.87783,-37.508017,205,-5.56204E-01,0.1544551
167.88339,-37.284716,205,-3.71463E-01,0.10461
167.88891,-37.061518,205,-2.25727E-01,0.057232109
167.89439,-36.838424,205,-1.28978E-01,0.034765369
167.89984,-36.615439,205,-5.11644E-02,0.023341991
167.90526,-36.392567,205,-2.33091E-02,0.017380952
167.91064,-36.169809,205,-7.33596E-03,0.004438356
167.91599,-35.94717,205,1.01904E-03,0
167.92131,-35.724654,205,3.70185E-03,0
167.81305,-50.968453,205,1.20959E-05,0
167.82032,-50.745283,205,-5.93205E-06,0
167.82752,-50.52201,205,9.62385E-06,0
167.83466,-50.298636,205,1.53060E-04,0
167.84173,-50.075166,205,4.99068E-04,0
167.84874,-49.851602,205,1.06093E-03,0
167.85569,-49.627948,205,1.69724E-03,0
167.86258,-49.404208,205,7.91312E-04,0
167.86941,-49.180384,205,-6.23649E-03,0
167.87618,-48.956481,205,-3.35128E-02,0.023809524
167.88289,-48.732501,205,-8.72752E-02,0.067857143
167.88954,-48.508448,205,-1.53868E-01,0.11011905
167.89614,-48.284325,205,-1.85945E-01,0.11938896
167.90268,-48.060136,205,-1.62724E-01,0.13888889
167.90917,-47.835884,205,-1.25904E-01,0.14285714
167.9156,-47.611573,205,-1.07970E-01,0.1547619
167.92198,-47.387205,205,-1.21429E-01,0.20198413
167.9283,-47.162786,205,-1.39946E-01,0.30166652
167.93458,-46.938317,205,2.68970E-03,0.42214219
167.9408,-46.713802,205,4.63479E-01,0.44497902
167.94697,-46.489246,205,9.02016E-01,0.49518634
167.9531,-46.26465,205,1.35223E+00,0.57660426
167.95917,-46.04002,205,1.91788E+00,0.62380888
167.9652,-45.815357,205,2.37847E+00,0.65380923
167.97118,-45.590666,205,2.31291E+00,0.66434705
167.97711,-45.36595,205,2.06535E+00,0.64678571
167.98299,-45.141213,205,2.12198E+00,0.67625
167.98883,-44.916457,205,2.10725E+00,0.68428405
167.99462,-44.691687,205,1.75661E+00,0.63499762
168.00037,-44.466906,205,1.64828E+00,0.61357143
168.00608,-44.242117,205,1.73468E+00,0.5952381
168.01174,-44.017325,205,1.94559E+00,0.61428523
168.01736,-43.792531,205,1.78239E+00,0.63171478
168.02294,-43.56774,205,1.36020E+00,0.63607143
168.02847,-43.342956,205,1.06046E+00,0.6452381
168.03397,-43.118181,205,8.04198E-01,0.61381141
168.03942,-42.893419,205,6.37243E-01,0.6102234
168.04484,-42.668674,205,2.83592E-01,0.6425
168.05021,-42.443949,205,-2.02526E-01,0.67386905
168.05555,-42.219248,205,-6.18531E-01,0.67119144
168.06084,-41.994573,205,-8.33520E-01,0.67872258
168.0661,-41.769929,205,-1.01306E+00,0.6674999
168.07132,-41.545319,205,-1.24120E+00,0.66422604
168.07651,-41.320747,205,-1.82438E+00,0.65190503
168.08166,-41.096215,205,-2.32553E+00,0.63353473
168.08677,-40.871727,205,-2.55239E+00,0.64285714
168.09184,-40.647288,205,-2.80945E+00,0.64285714
168.09688,-40.422899,205,-2.81536E+00,0.65333333
168.10189,-40.198565,205,-2.65554E+00,0.65786839
168.10686,-39.974289,205,-2.52949E+00,0.63452289
168.1118,-39.750074,205,-2.43863E+00,0.60039296
168.1167,-39.525924,205,-2.37798E+00,0.48722662
168.12158,-39.301842,205,-2.55678E+00,0.43116277
168.12642,-39.077832,205,-2.60546E+00,0.42880952
168.13122,-38.853897,205,-2.39962E+00,0.40325318
168.136,-38.630041,205,-2.09771E+00,0.35357097
168.14074,-38.406267,205,-1.78444E+00,0.30357143
168.14545,-38.182577,205,-1.48790E+00,0.26083316
168.15013,-37.958977,205,-1.18009E+00,0.21297875
168.15479,-37.735468,205,-8.13870E-01,0.19499992
168.15941,-37.512055,205,-6.08895E-01,0.17365079
168.164,-37.28874,205,-4.73331E-01,0.15452381
168.16856,-37.065528,205,-3.42187E-01,0.11571429
168.17309,-36.842421,205,-2.00579E-01,0.06031746
168.1776,-36.619422,205,-8.64530E-02,0.022296347
168.18208,-36.396536,205,-2.21930E-02,0.002380952
168.18652,-36.173765,205,-1.87013E-03,0
168.19095,-35.951113,205,5.25691E-03,0
168.19534,-35.728583,205,6.09502E-03,0
168.16738,-50.972568,205,1.37730E-05,0
168.17312,-50.74938,205,-7.15597E-06,0
168.17881,-50.526089,205,1.29413E-05,0
168.18445,-50.302698,205,1.80844E-04,0
168.19004,-50.079211,205,5.59223E-04,0
168.19558,-49.85563,205,1.11284E-03,0
168.20107,-49.631959,205,1.60034E-03,0
168.20651,-49.408202,205,-3.00957E-04,0
168.2119,-49.184362,205,-6.76511E-03,0
168.21725,-48.960442,205,-2.14591E-02,0.023809524
168.22255,-48.736445,205,-4.68040E-02,0.07124539
168.22781,-48.512376,205,-7.82364E-02,0.11584747
168.23302,-48.288237,205,-1.04188E-01,0.10106142
168.23819,-48.064032,205,-1.11144E-01,0.13575203
168.24331,-47.839764,205,-1.66428E-01,0.14322348
168.2484,-47.615438,205,-2.45676E-01,0.16465042
168.25344,-47.391055,205,-3.32301E-01,0.21129428
168.25843,-47.16662,205,-3.80529E-01,0.29523847
168.26339,-46.942136,205,-2.66026E-01,0.44380383
168.26831,-46.717606,205,2.78503E-02,0.51511377
168.27318,-46.493034,205,3.95672E-01,0.58275494
168.27802,-46.268424,205,8.99231E-01,0.65403424
168.28282,-46.043778,205,1.45185E+00,0.66237975
168.28758,-45.819101,205,2.04979E+00,0.69714282
168.2923,-45.594395,205,2.18246E+00,0.70444723
168.29699,-45.369665,205,1.85593E+00,0.70142806
168.30164,-45.144913,205,2.11844E+00,0.70999839
168.30625,-44.920143,205,2.26457E+00,0.71428571
168.31083,-44.695359,205,2.07074E+00,0.70208451
168.31537,-44.470564,205,1.80484E+00,0.65904762
168.31988,-44.245762,205,1.63658E+00,0.64190331
168.32435,-44.020955,205,1.78152E+00,0.63714286
168.32879,-43.796148,205,1.76705E+00,0.66278078
168.3332,-43.571343,205,1.53866E+00,0.68238095
168.33757,-43.346545,205,1.36765E+00,0.69618929
168.34191,-43.121757,205,1.17497E+00,0.67809524
168.34622,-42.896982,205,7.59556E-01,0.6576864
168.3505,-42.672224,205,3.56934E-01,0.66333333
168.35474,-42.447486,205,4.96235E-02,0.67976013
168.35896,-42.222771,205,-1.86168E-01,0.70571429
168.36314,-41.998084,205,-5.92864E-01,0.69235392
168.3673,-41.773427,205,-6.79355E-01,0.71285711
168.37142,-41.548804,205,-6.43834E-01,0.69904738
168.37552,-41.324219,205,-1.03428E+00,0.70571418
168.37959,-41.099675,205,-1.79012E+00,0.6788949
168.38362,-40.875175,205,-2.17587E+00,0.64285714
168.38763,-40.650723,205,-2.33515E+00,0.65333305
168.39162,-40.426322,205,-2.61457E+00,0.68095228
168.39557,-40.201975,205,-2.51009E+00,0.70739184
168.3995,-39.977687,205,-2.28603E+00,0.68408303
168.4034,-39.75346,205,-2.09035E+00,0.59983694
168.40728,-39.529298,205,-2.18230E+00,0.53867207
168.41112,-39.305205,205,-2.65986E+00,0.48634959
168.41495,-39.081183,205,-2.82080E+00,0.4347619
168.41874,-38.857236,205,-2.61163E+00,0.42472379
168.42252,-38.633368,205,-2.30747E+00,0.38272563
168.42626,-38.409582,205,-1.95273E+00,0.33306631
168.42999,-38.185882,205,-1.56296E+00,0.29225775
168.43369,-37.962269,205,-1.19643E+00,0.24984101
168.43736,-37.738749,205,-1.00378E+00,0.21809521
168.44101,-37.515325,205,-8.84246E-01,0.19315556
168.44464,-37.291999,205,-7.06661E-01,0.17501401
168.44824,-37.068776,205,-4.92726E-01,0.13685489
168.45182,-36.845657,205,-2.84271E-01,0.075135724
168.45538,-36.622648,205,-1.23002E-01,0.022222222
168.45892,-36.399751,205,-2.96553E-02,0.002380952
168.46243,-36.176969,205,-6.55450E-04,0
168.46593,-35.954306,205,7.63851E-03,0
168.4694,-35.731766,205,7.45029E-03,0
168.52176,-50.975717,205,1.14206E-05,0
168.52597,-50.752516,205,-3.63464E-06,0
168.53015,-50.529212,205,8.19796E-06,0
168.53429,-50.305807,205,1.47709E-04,0
168.53839,-50.082307,205,4.95122E-04,0
168.54246,-49.858713,205,1.03416E-03,0
168.54649,-49.635029,205,1.55220E-03,0
168.55048,-49.411259,205,-1.72522E-04,0
168.55444,-49.187406,205,-6.63112E-03,0
168.55837,-48.963473,205,-2.10706E-02,0.023809524
168.56226,-48.739464,205,-4.92508E-02,0.064098072
168.56612,-48.515383,205,-8.62892E-02,0.10370557
168.56995,-48.291231,205,-9.80893E-02,0.14260844
168.57374,-48.067014,205,-1.25662E-01,0.14250249
168.57751,-47.842734,205,-2.22541E-01,0.15952381
168.58124,-47.618395,205,-3.95454E-01,0.19004726
168.58494,-47.394001,205,-6.45583E-01,0.23627613
168.58861,-47.169554,205,-9.15065E-01,0.2998421
168.59224,-46.945058,205,-9.12887E-01,0.39618282
168.59585,-46.720517,205,-7.00692E-01,0.55939872
168.59943,-46.495933,205,-1.31239E-01,0.63225688
168.60299,-46.271312,205,3.97293E-01,0.66666667
168.60651,-46.046655,205,7.59372E-01,0.66774951
168.61,-45.821966,205,1.32405E+00,0.70507636
168.61347,-45.597249,205,1.68483E+00,0.71428571
168.61691,-45.372508,205,1.57423E+00,0.7142857
168.62032,-45.147745,205,1.79544E+00,0.71428569
168.62371,-44.922965,205,1.86682E+00,0.71428571
168.62707,-44.69817,205,1.79348E+00,0.71315476
168.63041,-44.473364,205,1.60647E+00,0.68470655
168.63371,-44.248551,205,1.57595E+00,0.68087455
168.637,-44.023733,205,1.82048E+00,0.67254269
